ID;input1;input2;input3;input4;input5;input6;input7;input8;input9;output1;output2
744;-1242379;1297653;-0.835399;0.682996;-115684;1104427;-0.29318;1324341;-0.944408;16333989;-29946044
745;1710169;-1166121;-0.26013;-0.855112;1583997;-1122576;-0.418673;-1810477;0.209181;5591298;-16925121
746;0.708476;0.110018;1396206;-0.059533;0.123923;-0.205013;0.56391;-0.058601;150757;842223;-28574389
747;0.727123;0.756839;0.740814;0.180887;-0.156696;0.613503;1415678;0.057577;0.564441;11316299;-30964206
748;-1044049;1612746;-0.323184;0.792857;-1591146;1394571;-0.211157;0.927389;-1319752;22311033;-26988714
749;0.259298;-0.755086;0.342564;-0.706984;0.922533;-0.636805;-1170894;-0.816113;0.312821;4968296;-19180672
750;-1342375;2011591;-0.848436;0.810306;-0.852105;1167409;-0.635005;1474696;-1550571;20170572;-27882405
751;-1468081;-0.193664;-0.516803;0.327797;-1255625;0.872561;0.602828;1619854;-1751929;16192126;-29216089
752;-0.61485;0.57132;0.78813;0.432534;-0.658965;0.592811;1837822;0.916254;0.096345;13280051;-31950221
753;-1812068;1633038;0.41658;1313787;-1232604;1429518;-1122964;1470079;-121759;20853821;-27597141
754;-1207251;0.93721;-0.971311;0.558125;-1247231;1755678;0.210646;1753187;-1178451;20253087;-2765418
755;-1819035;1569902;-0.746752;-0.291406;-0.62295;2181373;-0.243421;12565;-1405187;20901654;-27697284
756;0.270893;-0.240257;2251205;-0.676598;0.699569;0.272504;0.086911;-0.063302;0.38128;8700839;-2897978
757;1425445;-0.956621;-0.070526;-1432255;1677548;-1286131;-0.662129;-162741;0.80457;4565637;-20507239
758;-0.44249;0.464006;-0.408192;0.243963;-0.160893;0.816266;1269714;1018899;-0.344124;16801616;-29179068
759;0.086661;-0.050387;1926711;0.65483;-0.286641;0.733687;1083482;0.197358;0.288819;1006854;-30174283
760;-0.836703;0.848871;-0.131751;0.694936;-0.499637;1015639;1382168;1349124;-1005571;15853524;-29436427
761;0.445774;0.38155;1897619;0.454273;0.304235;0.815486;131395;0.331786;0.438723;11533002;-30972543
762;0.351354;-1033823;1130394;-1128754;0.949732;-0.926949;-0.604715;-1534247;1345989;4541803;-21105845
763;0.79816;-1399733;-0.735869;-0.936205;-0.272021;-1106722;-1368896;-1043662;0.760629;4575225;-1970988
764;0.248391;0.183617;2233381;0.504049;-0.740206;0.873661;-0.009911;0.705547;0.3608;11545867;-30897188
765;0.529094;-0.331923;0.873441;-0.410468;-0.065455;-0.266568;0.359224;-0.101635;0.684412;8237292;-28261941
766;0.353412;0.520845;0.885617;0.161096;0.613195;0.639604;0.366618;0.342793;0.493714;11140731;-30311349
767;1037425;-1286342;-0.046176;-108938;1531148;-1514549;-1743715;-1025377;0.791529;4704719;-19760516
768;0.607308;0.697019;1560652;0.634748;0.161396;0.817007;0.068188;0.667294;1133658;9402451;-29445385
769;1735321;-1124013;0.754975;-1095614;0.354913;-0.282637;-1212105;-0.24239;0.448358;3841049;-24180635
770;0.16281;1003264;2037665;0.171564;0.198033;0.058447;1118741;-0.267008;-0.577102;11663391;-30780171
771;0.576922;-1211415;1505366;-1258735;1692341;-0.831324;1041418;-0.829267;1726003;6898974;-27201944
772;-0.631702;0.452647;-1032392;0.211669;-0.838993;-0.192301;1766917;1470154;0.005535;15155754;-31893426
773;-0.637914;0.655459;0.517754;0.252315;-0.113042;0.857942;2245557;0.542259;0.301241;13231977;-30238021
774;-1003277;1752234;-0.277226;0.589329;-0.947173;1066694;-0.063269;0.430964;-1395964;20669153;-2744682
775;-0.784149;0.729578;-1457233;-0.348372;-0.772405;0.855521;1958084;106209;0.098596;12772196;-3253229
776;0.05052;0.335416;1103644;0.685726;0.43572;0.497155;0.999396;0.853186;0.240786;10468458;-33832233
777;0.223054;-0.6466;1302902;-0.548347;1323732;-0.870234;-0.221609;-1669627;113449;389164;-22931667
778;-1566481;0.806761;-0.408382;0.866205;-1192836;1369193;0.190617;1312482;-1077986;19281059;-30389417
779;-0.098164;0.284256;-0.617324;0.024203;-0.066057;0.642682;2399028;0.682553;0.072753;12956656;-30424036
780;-0.995098;0.447236;-0.636554;0.906347;-0.501008;1356053;1057728;1666312;-1094626;17891309;-2860505
781;1439314;-0.854905;-0.31206;-1072341;1588173;-0.810575;-132236;-0.518851;0.392864;5316009;-17878378
782;0.665054;-1049857;0.189392;-0.622446;0.933254;-1151085;-1991131;-1260734;0.581629;470648;-1770637
783;0.632394;0.446112;0.545789;0.317464;-0.396658;1318409;1624061;1031371;0.232371;12745362;-30445943
784;-0.841669;0.885296;-0.767001;0.935865;-1017597;1473866;-0.776316;1361707;-0.643305;20838475;-28269441
785;0.375439;0.972456;1943516;0.969055;0.28402;0.533839;2170851;0.146521;0.476274;10444746;-30169418
786;0.903902;-1216689;0.220128;-0.596294;1686032;-0.55502;-0.650804;-0.188778;-0.294347;4393616;-21891974
787;0.782941;-0.540018;0.837625;-0.186893;0.957215;-0.654312;0.75235;-1517148;1417319;6135753;-27197164
788;0.544905;-1405567;0.617934;-0.758646;1077775;-0.661529;-0.177199;-0.91347;-0.231981;454777;-21315296
789;0.295818;0.474069;0.335967;-0.439021;0.256538;-1051555;1138119;0.223044;1499035;733452;-2784383
790;1140753;-0.948919;-0.015188;-0.667984;1202769;-0.787575;-0.260452;-0.363622;0.775404;3737897;-24672662
791;-1567362;1464567;0.092988;0.931204;-1861358;1140684;-0.259014;1326055;-1846209;2260843;-26813007
792;-0.195571;0.218494;1366295;0.368054;0.087023;0.519295;1233724;0.740193;0.066493;12651102;-30594855
793;-132302;0.269147;-0.384705;0.381893;-1019662;1646565;0.048671;-0.238968;-0.884588;18357171;-285031
794;1096975;-0.764697;0.523854;-1459361;0.99179;-0.642805;-0.438772;-0.904982;1580527;4650253;-23412439
795;0.427834;-0.476897;-0.221242;-1320392;0.267677;-1891259;-0.240798;-1034483;0.929481;4204746;-19863293
796;1114754;-101022;-2140371;-1603887;1223971;-1259513;-0.764726;-1326756;0.251029;5132132;-15950172
797;0.375414;0.629086;2286192;0.082469;0.106029;-0.840048;1377085;0.588859;1002783;11259252;-30960869
798;0.852206;-1525311;1448203;-0.229355;111781;-0.178836;0.62124;-1353598;1202696;6823251;-27535552
799;0.101795;-0.157812;0.705722;0.545904;-0.603942;1192003;1697538;0.669258;-0.075098;11417612;-31656621
800;-0.295403;0.543903;1137699;0.804082;-0.297661;0.066993;1689857;0.814322;0.297517;12190896;-30647307
801;0.823007;0.116938;0.631515;0.723946;0.154879;0.972023;0.963745;-0.123118;0.439559;9018476;-30318201
802;-0.530303;0.45879;1400093;0.251127;-0.075811;0.85866;1801707;0.552351;0.986746;10413366;-30718971
803;-0.134096;0.097905;0.308162;0.074374;-0.310298;0.941883;1279795;1305523;-0.578317;12050493;-30822746
804;-0.791917;1222017;-0.543658;0.701658;-141336;171184;-0.983994;1034428;-0.883426;20107987;-2792656
805;0.189908;0.245483;0.738825;0.283161;-1068227;0.677325;234556;1312283;-0.676442;13098073;-30452148
806;-0.762831;0.147236;0.545548;0.490235;-0.91312;1325886;0.99807;1615429;-1324991;15738359;-29281628
807;0.374077;-0.356238;1481221;-1060811;0.858274;0.279562;1244046;-0.01916;1316437;9110826;-29023364
808;0.610493;-0.178799;1601177;0.073196;0.707613;-0.017964;-0.572623;-0.141362;1288933;8415872;-28620875
809;0.077342;0.543613;16239;0.368569;0.502456;1441613;1385118;-0.539986;0.100728;9839254;-29963837
810;-0.410629;-0.712541;0.812527;0.133883;-0.487692;0.256279;1564505;0.743287;0.511308;12872716;-30505892
811;-1198691;1375439;-0.822474;1036589;-1689987;0.787976;-0.348695;1089218;-1279016;23160926;-26580603
812;0.214315;0.478134;0.870034;0.181463;-0.235391;1059353;1304819;0.808814;0.361176;10981976;-30972924
813;-113805;0.682908;-0.482742;1647934;-0.434638;1317188;1372287;2152078;-1111951;17978571;-28575866
814;1548011;-0.735212;0.817746;-0.705946;1354018;-0.36668;0.097719;-0.291157;1320398;6092683;-26590657
815;1197065;-0.915681;0.97473;-1022826;1241893;-0.294192;-0.60768;-1215104;0.307828;4162511;-22710825
816;-0.096621;0.339743;0.13823;0.544674;-0.910284;0.358127;-0.542284;1995504;-0.656788;15301153;-30699238
817;0.295658;-1409167;-0.38034;-1445002;0.694865;-1258685;-0.558988;-0.878739;0.027581;299177;-20957752
818;0.900746;-0.469769;1616481;-0.613805;125099;-0.08855;-0.048803;-0.689848;0.952893;7463897;-27962161
819;1301498;-1063458;-0.262346;-0.505426;143497;-0.281076;0.07457;-0.969862;1653933;4641498;-21914266
820;-0.916521;0.922355;-0.628026;0.183188;-0.91848;1429216;-1129574;-0.869043;-0.702003;22578542;-26966112
821;-0.026027;0.167241;-0.061899;0.963228;-0.64506;0.949111;1510105;1267316;-0.428323;14621874;-29951956
822;-0.151468;0.124955;0.495852;0.084955;-0.343703;-0.461246;2096519;1080648;0.491082;1307228;-30378226
823;0.296174;-0.960608;1624569;-0.551271;0.839298;-1122709;1210189;-1125301;0.326379;5793871;-26617522
824;-1156655;1422014;0.110572;0.246163;-171597;1218592;-0.639284;0.811877;-1137192;19000691;-28219044
825;-0.64085;-0.183379;-0.048151;0.526008;-0.67074;1047603;113515;1721239;-0.969883;16320723;-2948112
826;-1433483;1431421;-2335733;0.580094;-1212581;1412778;-0.431036;0.751301;-1197703;20735153;-27382197
827;-1167624;0.630582;-0.74964;-0.60305;-1053664;1495429;0.611007;1074263;-1100849;18938798;-28261457
828;1327464;-0.750841;0.092883;-1276827;0.737274;-1008648;-0.192062;0.036642;0.321892;5080876;-2550582
829;1446845;-1564666;0.330943;-146473;0.776325;-1378937;-227538;-1352338;0.181177;5345359;-17152363
830;0.700582;-0.12482;0.806925;-0.733472;0.457515;-0.26583;-0.092845;-0.429663;1489856;7389178;-28598964
831;-1462331;-0.14464;-0.064371;0.757574;-0.910485;1423627;1313527;1588135;-1048104;15454065;-3077198
832;0.822847;-0.009622;0.628828;0.951246;0.308119;0.617382;1783837;1032284;0.12988;11740691;-30874063
833;-1398823;0.91414;-1489986;0.882301;-0.976622;1397905;-0.370266;130248;-1046829;17773807;-29926805
834;-1484212;1276132;-0.283741;1160951;-0.956453;1730254;0.084714;1446518;-1573437;22006889;-27063125
835;-1009931;0.251403;-0.090511;-0.039741;-0.922523;1277868;1129733;1685812;-0.296025;1534887;-30626534
836;0.471595;-1249158;0.825534;-1564742;1295717;-0.573704;-0.501977;-1784153;-0.992264;4917734;-15380447
837;-1615617;0.538499;-0.573719;0.824296;-1271033;2183523;-0.433426;1080514;-1116349;19288757;-28009371
838;-1282086;0.727555;-1127722;0.407234;-1382981;1584117;-0.228768;0.613402;-1315873;19269282;-27962711
839;0.216258;0.303333;217839;0.216662;-0.234858;0.499954;1587608;0.985303;0.923265;10434886;-30521086
840;0.665099;-0.646681;0.954409;-0.675489;0.810616;-0.421679;-0.219551;-1073574;129285;7143864;-27563511
841;0.998971;-1055197;0.750308;-0.694693;-0.037391;-0.853584;0.315828;-0.508881;0.758594;7792017;-28211942
842;-1776049;1938582;-1334681;1409628;-1739329;0.440624;-0.417475;0.366788;-1440573;2392925;-26332295
843;-1034171;1012813;-1522769;0.683445;-0.631331;2064545;-0.242578;1707925;-1249286;18811881;-28325599
844;0.504077;-1165592;0.125171;-1179939;0.365072;-1715957;-0.710436;-1376222;-0.06937;4836862;-16418848
845;-0.114213;0.784456;-0.903888;0.503927;-0.949771;107668;1498238;143234;-0.911835;15670036;-29533154
846;-1117249;1530914;-0.3759;137201;-1027828;1393785;0.14204;0.188111;-1696438;22540421;-26881245
847;0.782082;-0.560597;0.825778;-0.624736;0.581488;0.350196;0.34871;-0.157197;0.409829;8072633;-28363864
848;1342255;-1446802;-0.714631;-13911;1185543;-142303;-1150207;-124414;0.252209;5153642;-17698733
849;-0.339208;108358;-0.079274;0.292572;-0.510881;0.849488;2116813;0.829754;0.075911;13871584;-30170524
850;-0.248564;0.052311;1210877;0.76671;0.480532;0.602734;1769343;115876;-1259563;11582576;-30948226
851;-0.983927;0.399794;-0.563188;-0.175361;-1577831;125867;0.205665;0.462234;-0.58067;19139137;-28074114
852;0.581618;-0.446225;0.32271;-0.676809;1503778;-1260182;-0.345491;-0.899271;0.812777;5388531;-25850065
853;-1478861;0.011965;-0.26576;0.035727;-1618793;1623873;-0.076626;151548;-0.936515;19383691;-30398871
854;-0.707231;1861797;-1172641;0.996064;-1595451;0.734171;-0.900923;1059374;-1213;24039205;-26202757
855;1132531;-0.070937;0.21505;-0.322375;0.238911;-0.182952;-0.401869;-159659;1371821;7131404;-27669552
856;0.071407;0.401945;0.055201;0.720717;-0.495604;132396;1084222;0.862072;-0.145865;15052095;-29743736
857;-0.7179;1299484;-0.328601;0.437893;-1409233;1750579;-0.415707;1346903;-0.707121;18993373;-28259369
858;1446499;0.053064;0.999477;0.00478;1331144;-0.125285;-0.229325;-121273;1476034;8390051;-2838133
859;0.208404;0.250023;1829797;0.805485;0.554054;1197506;2231983;0.639888;0.638832;9709106;-31114767
860;-1189015;0.647677;-0.885961;-0.217295;-0.860153;0.649046;0.537417;158578;-0.28166;15173484;-29668723
861;1300892;-1538558;0.260682;-0.904912;1319257;-0.701056;-0.760162;-0.649766;0.2107;4779328;-1902499
862;0.914795;-0.699485;0.143078;-0.588504;-0.353529;-0.507836;-0.660718;-0.269805;-0.500837;5645969;-29489907
863;-0.815342;0.392698;-0.825444;0.739818;-1072178;1204742;1471769;1599897;-0.424862;16374345;-29126052
864;-0.735946;0.367574;1220376;0.340592;-0.499044;0.485957;15574;1216813;-0.240575;14071417;-30129242
865;1237884;-0.539492;0.460751;-0.724261;0.908665;-0.666843;-0.799122;-0.867562;1020494;4403647;-24835131
866;-1130002;0.597698;-0.055392;0.257391;-119509;1147954;1027486;1557984;-0.667185;16102739;-29354827
867;-0.333931;0.673122;2142699;0.034451;-0.237511;0.761846;1156467;105265;1007162;11002214;-30959649
868;0.767779;-0.380828;-0.01849;-1633973;0.881244;-0.829554;0.412999;-0.979107;1575921;5004903;-25757467
869;-0.308122;-0.003996;0.632548;0.845574;-0.025071;0.873681;187414;0.742853;0.664319;12475168;-30769046
870;0.877676;-0.485199;0.832321;-0.378268;0.657344;-0.276602;-0.623643;-0.653809;0.980109;4944253;-28288158
871;0.426514;-0.585746;-0.383913;-0.029185;0.988453;-1101246;-0.954651;-0.886593;1134555;4937143;-25239215
872;0.861211;-0.986133;-0.356649;-1119591;1317526;-0.554955;-1881088;-1490471;-0.100963;5142895;-16782166
873;0.430383;-1108163;177113;-0.64006;1227495;-0.83818;-0.561696;-1395419;0.595919;4439212;-23828198
874;1492416;-1123924;-0.253824;-0.946256;0.664049;-1180932;-1197635;-2128692;0.633628;5106595;-15288444
875;1109789;-1019556;1107413;-0.966153;0.879234;-1052757;-0.58171;-1577655;0.923162;4118275;-23571708
876;-122867;1117181;-0.156158;0.581703;-1470426;0.825807;1557194;1677795;-0.317806;15036534;-29861365
877;-1789747;0.790814;-0.65571;1004083;-0.95274;1357035;-0.507981;1237944;-1175025;18137139;-3108028
878;-1212317;1607152;-0.599396;0.582536;-121278;1304298;-0.13325;1357571;-1657922;22715831;-26812777
879;-0.9121;0.449115;-0.186652;0.907025;-0.524242;1614101;0.613864;14394;-0.309431;16160218;-2962906
880;-1066832;0.823639;-0.003598;1114967;-0.327623;0.887116;1223592;2348237;-0.706993;16586652;-29045614
881;-0.362404;0.63895;0.313592;0.328913;-1314312;1473739;1289773;1479692;-1002827;17724917;-28730523
882;-0.887122;0.461166;-0.208289;0.36088;-0.680598;1291225;0.999386;1764;-0.938938;17694863;-29195649
883;0.828236;-0.163711;2224854;-1055418;0.903081;0.117071;0.751723;-0.665399;0.751468;8374956;-28763203
884;-0.13556;-0.78327;0.820463;-0.836197;0.816107;-1277202;0.530037;-0.168569;0.321368;514854;-25843887
885;-0.568609;0.799772;-1731673;132794;-0.554811;0.724118;-1173543;0.455134;-1558258;23516073;-26484339
886;-1022451;1022956;-1881722;0.517408;-1712404;1005685;0.750147;17093;-0.795161;19627807;-28003563
887;-1187821;0.845552;0.110599;0.624751;-0.340947;-0.035666;0.302483;1718635;0.108691;14191566;-29972854
888;-0.811805;0.391318;-0.310453;0.345269;-119924;1012725;0.059118;132184;-0.884968;15955271;-29258504
889;1972415;-137762;-0.249788;-1592469;1484613;-0.68193;-0.532667;-0.935354;0.375775;4955453;-16308994
890;-1447584;0.370416;-0.950646;0.788433;-0.864928;1145058;0.678634;1526642;-1073522;16359058;-29211181
891;-0.885638;0.876215;-0.531451;0.632295;-0.394245;1395592;1626263;1467192;-0.576122;14576485;-30807272
892;1184402;-0.681601;0.029282;-0.628673;1133534;-0.87238;-1235742;-0.940328;0.767342;5287044;-17565802
893;-1277506;1464053;-0.397342;0.341985;-0.512209;1241069;-0.233397;0.105185;-0.722364;20594344;-27500824
894;0.769135;-0.855818;-0.068225;-1074524;1000669;-0.730107;-0.117553;-1730256;168245;4414277;-21729079
895;1449603;-0.537501;1023371;-0.407163;0.586128;-0.159773;-0.070903;-1541401;1479784;6923522;-27733126
896;0.875296;-1148332;0.422821;-0.328959;1187048;-1075782;-0.915783;-0.300725;1248447;5098037;-25440249
897;0.589654;0.247652;0.273369;1028692;-0.910561;0.897618;1086292;1519816;0.112595;15735142;-29431094
898;0.126418;-0.282903;0.528484;0.673246;0.147788;1177477;1660396;0.626681;1073028;10306785;-32254719
899;155098;-0.903094;0.892298;-0.467436;1036466;-0.795167;-0.820666;-0.611783;1809868;4871222;-25444082
900;-0.533916;0.083177;0.148868;1556388;-0.801315;1019466;0.194713;2060939;-0.890804;18154183;-28438267
901;-1236765;1092716;-0.218638;0.834428;-1063447;1548296;-0.518474;0.740576;-0.339449;21146861;-2902419
902;1305946;-0.641;0.350877;0.296765;1088104;-0.264013;-0.002666;-0.62971;17228;5868731;-27007459
903;-1700071;1757341;-0.724725;0.780158;-0.794742;1065627;-0.569005;0.929885;-1910169;22438148;-26969294
904;0.444929;-0.697483;-0.598674;-1522828;0.992136;-1082602;-0.248891;-1574751;1430541;4524317;-24305328
905;-0.898186;0.794982;0.748112;0.429628;-0.685471;110962;2459567;1605189;-0.191868;13692441;-30155323
906;0.466516;-0.502389;0.572087;-0.799708;1612424;-1114241;-0.423669;-131174;-0.133344;4800615;-19232482
907;-1278031;147571;-1565163;1868825;-1040337;0.933851;-0.330583;0.010262;-1600263;23301762;-2667394
908;1237974;-1255305;0.551973;-1027108;0.718675;-0.72878;0.19755;-0.704097;1123147;3916192;-21544569
909;-0.285966;0.780523;-0.096171;0.455507;-0.823395;0.791565;1232539;173893;-0.886932;17992455;-28637305
910;-0.253907;0.428963;0.501745;0.222784;-0.849973;0.547703;2367834;1665166;-0.573924;14371628;-30052595
911;1511422;-1096616;0.044439;-0.983362;1265328;-0.835105;-1647919;-100411;0.464567;2841486;-20820578
912;-0.947702;1502943;-0.012135;0.619693;-0.844631;1066736;0.102513;0.8018;-0.701312;20923741;-27582929
913;1412788;-1427025;-0.267057;-1225538;1447236;-1786391;-1696617;-141971;0.522786;4470028;-16594598
914;0.048762;0.220539;0.794181;0.73062;0.433332;0.650792;1387679;0.578017;0.433447;12580566;-30645185
915;1098939;-1251828;-0.478643;-1731518;1177621;-0.349098;-1050207;-0.826864;0.580027;4525337;-25257965
916;0.034571;-0.02917;0.538011;-0.024439;0.379078;-0.08841;116942;-0.652268;0.778147;9441416;-29527987
917;-1564841;0.947511;-1822847;0.584058;-1136524;1738545;0.245376;1824925;-1231592;20497049;-27814656
918;1562456;-1167355;-0.697593;-1066536;0.63082;-1323521;-0.752887;-1049595;0.886198;4910825;-17317614
919;0.458283;0.82984;1251322;0.429241;0.360766;0.010266;0.158684;0.492348;0.900908;11133682;-30842023
920;0.938214;-1197353;1034369;-0.880599;1168685;-162243;-0.481944;-0.504999;0.85203;4229014;-23816329
921;0.018465;-0.102536;1430968;-0.28984;1383811;-1391804;0.221339;-1187296;0.9254;5814521;-26690872
922;-1249426;1207932;-2284859;0.96147;-1064492;1314263;-0.252637;1223522;-0.795262;21315835;-27317765
923;-0.591121;1024428;-0.12668;0.441539;-1500556;1457448;0.114378;0.37974;-1117524;22050272;-27055065
924;146465;-0.792564;-0.668135;-0.969026;1532771;-0.671416;-0.646723;-0.711418;0.685498;4861586;-18772887
925;-0.905206;0.676898;-0.309909;0.624551;-1263713;191036;-0.864415;1924926;-0.633276;18763466;-28405023
926;1244823;-1239768;0.662026;-0.739771;0.397355;-0.873352;-0.696533;-0.653321;0.631674;5179232;-18283532
927;-0.513213;1455694;-1128057;1566468;-0.728104;0.126797;-101502;-0.056153;-1638214;24206463;-26236023
928;1190294;-1094847;-0.121729;-1331387;113962;-1054237;-1323702;-1969737;1111425;528381;-15457033
929;-108344;0.633288;-0.284361;1290465;-0.992687;1662474;-0.325364;1538636;-0.773267;2213536;-27173881
930;-0.304306;0.176323;0.614307;0.507045;-0.438758;1084388;2385941;0.979928;-0.61622;13724082;-30772626
931;0.991352;-1440477;1726009;-0.859017;1243482;-0.021624;0.088926;-1259114;1344228;6300608;-26825431
932;1306245;-0.555137;0.510686;-1144952;1278135;-0.867252;-0.610996;-1223617;0.279444;5042733;-16296887
933;-124481;10224;-1806478;0.603193;-0.934915;2223953;-0.374385;0.562755;-1470752;20351466;-27793091
934;1017272;-0.91911;-0.050615;-1830322;1153129;-1989645;-0.221218;-0.467657;0.445209;5176793;-25699269
935;-0.856593;1123087;-0.702512;0.096326;-0.913848;0.830333;0.747625;1239267;-1352531;150954;-31958967
936;-1235944;0.79016;-0.626415;0.306572;-1356639;1500951;-0.607318;1452824;-1980649;20102014;-27850802
937;-0.907393;1765992;-0.028109;0.975922;-1246682;1192167;-0.131843;0.702733;-0.742927;22590413;-26981967
938;-0.805495;0.514697;-0.758191;177458;-0.673517;1712016;-0.722334;1265054;-1036998;21644763;-27199997
939;0.142365;0.582614;1531555;0.038103;-0.529519;0.843213;1576383;1265078;0.176038;10975088;-30945869
940;1313628;-1293808;-0.416283;-15307;1206986;0.252311;0.113839;-0.218316;0.920281;4451887;-26307845
941;0.834772;-1127287;1007313;-1093057;0.936242;-0.114501;-0.140769;-0.271481;1228655;6880098;-2772484
942;-1129866;1803822;0.114807;0.693945;-1375658;0.997924;-0.121185;2014275;-1047662;19024697;-28262013
943;0.277191;0.548583;0.927301;-0.051876;0.18876;1465619;1491175;0.68798;0.232912;10743238;-30038794
944;-1142207;0.886472;-0.3547;0.538336;-117534;1703192;0.179717;0.969371;-1013152;18036054;-28578401
945;-0.59982;2159318;-1243893;1278641;-1589378;0.560242;-1556968;0.204208;-1348808;23872221;-2642038
946;0.457245;-1758411;0.51536;-1114051;0.972135;-0.459037;-0.634621;-0.845788;0.461727;4925129;-18303072
947;1209381;-0.822938;1474206;-0.828206;0.898497;-0.842064;-0.163255;-0.716289;0.949211;4434815;-22671842
948;-1717737;1067348;-1232307;0.94592;-1660977;0.321391;-0.015453;0.498913;-1327649;24014928;-26336881
949;1362712;-0.99265;0.090892;-0.776894;0.942165;-2115021;-1214635;-1464139;0.675111;4545308;-1800854
950;0.421595;-1089137;1918863;-0.689685;0.022491;-0.083307;-0.854717;0.222746;0.155687;8240253;-2836159
951;-0.709813;0.90255;0.05888;0.706235;-0.932913;1393895;-0.074803;0.787188;-1694078;2065702;-27685519
952;0.354327;1224352;0.781475;0.194353;-0.156226;1022533;1423309;1117506;0.660478;10976839;-30963432
953;0.075599;0.235063;0.124299;0.285762;-0.494086;1153363;2256194;1244543;-0.215961;13224256;-30492037
954;-0.479908;0.6555;109613;0.564381;-0.050715;1191517;2094595;1252471;-0.071178;14089539;-31119411
955;0.097527;0.499664;0.323655;0.03045;-0.544217;0.900548;2186393;1433079;-0.32973;14328582;-29894485
956;0.578863;-0.842723;0.72705;-0.814418;0.628118;-0.924832;-0.521946;-0.571052;0.376665;419068;-23658154
957;1439842;-1268325;1152662;-1111698;1088148;-1205418;0.272996;-0.83367;1036764;3680266;-25831176
958;0.051231;0.309452;0.752965;0.787125;-0.5096;0.50973;1554714;0.380679;0.298622;12421956;-30584878
959;1651017;-0.472504;0.392338;-0.167228;0.833006;-1363108;-0.233043;-0.974833;1572958;4336274;-22644593
960;1477682;-0.958515;-0.030018;-1420254;1127043;-1789547;-0.861317;-0.971716;0.744943;5234516;-17430927
961;-1054868;1375833;-1064171;1891395;-1129069;0.344881;-1357093;-0.295692;-1112444;22993148;-26507015
962;0.973011;-115643;1817698;-0.561968;1179946;-0.273185;0.031686;-0.395698;1789694;5461413;-26169148
963;1370527;-1760938;-0.43379;-0.727685;0.914005;-0.427621;-0.740524;-1407712;0.936506;3958629;-26213122
964;0.744385;0.63746;2015706;0.05625;-0.051452;0.362494;1990754;0.903712;0.634597;11107469;-30951233
965;1454558;-1106777;0.037092;-0.685189;0.667595;-101259;-0.023044;-0.41869;0.959568;4199841;-21161742
966;0.712354;-1035497;1226867;-1003193;0.401954;-1035153;-0.288304;-0.193087;191335;6608513;-27101573
967;-1389826;0.987531;-2097502;0.754711;-1023039;1595164;-0.795737;0.563676;-173496;19570133;-27959441
968;-0.139873;-0.257998;1547015;0.202661;0.191835;0.416624;0.13376;0.546924;0.310786;10716728;-30432423
969;-0.444018;0.800979;-0.928934;0.67487;-0.383814;0.855583;2066973;1519871;-0.374002;15561635;-29488647
970;-0.612105;-0.072856;0.260662;-0.409357;0.401613;-0.053255;0.061183;0.200767;0.513559;8043134;-28419515
971;167177;-1099015;-0.880939;-0.971294;1307971;-1403932;-1047984;-0.854138;1011232;5453405;-16141428
972;0.699995;-1035354;0.309669;-1346474;0.307997;-0.376871;-0.991497;-1470242;0.356483;6607788;-27873285
973;-0.987018;1219966;-0.080553;0.688156;-0.878411;1209807;0.973446;2078597;-0.633828;17024452;-28933314
974;1864712;-0.805186;-0.699853;-0.747937;1138431;-0.859716;-0.978546;-1182001;0.84542;5057721;-17082821
975;158963;-1809549;-0.225367;-1020328;0.069177;-0.746743;0.000384;-0.985028;0.767007;457774;-2282886
976;0.867515;0.519573;0.720298;0.180353;0.188034;0.002448;2383118;0.766404;0.773672;10724416;-30769632
977;0.901228;-0.492845;-0.177595;-0.757552;0.520214;-0.939076;-1678237;-1426181;0.139737;5097516;-15792999
978;0.276056;0.772871;0.208833;-0.204558;0.068757;0.733556;2038727;0.561605;0.350824;10613765;-30827891
979;-1526135;1654416;-0.164811;1558654;-0.679392;160492;-0.308196;1029465;-1332882;21904902;-26916467
980;-1845457;1771132;-0.057536;1348216;-1017576;0.861302;-0.117441;0.665255;-1122608;23569208;-26468866
981;1057322;-0.810634;0.293256;-1257352;1008178;-0.873018;-1165121;-1448395;1019986;5538895;-26394722
982;-0.910368;1184529;-1406588;0.552967;-1136021;2034112;0.214577;1232838;-1401688;19964401;-30917283
983;2131606;-0.243892;0.193405;-0.492189;0.58432;-0.343783;0.132812;-0.511969;0.567114;4625762;-23681827
984;-0.517384;0.757971;-0.014996;0.679667;-0.670546;100835;1773885;1359557;-0.359545;1617089;-2923357
985;1108517;-0.665174;0.287357;-1011232;1453797;-114147;-1534236;-0.854018;0.453071;4124865;-17510571
986;1049334;-0.595487;0.461098;-0.871192;1297502;-0.843064;-0.070576;-0.262508;126072;4261186;-2444034
987;1544569;-1062715;-0.847335;-118581;1183856;-1156264;-1038513;-0.767672;0.743008;4732525;-20673475
988;-0.28884;1013371;0.20687;0.476139;-0.369951;0.881042;1369667;0.276958;-0.680312;12985199;-30346813
989;-0.041077;0.191458;1929654;-0.783088;0.819013;1634082;116843;0.794629;0.894843;9668757;-29918567
990;0.163652;-0.343153;199418;-0.576445;0.239409;1019272;1919705;0.547302;126691;10412189;-29941079
991;-0.429511;0.184484;1802899;-0.088569;0.085795;0.930086;0.172178;0.837895;1053166;10492985;-30344161
